,type,word,position,stemmed,polarity
6215,1.0,repudiation,adj,n,-1
6216,1.0,repudiation,noun,n,-1
6217,1.0,repugn,verb,y,-1
6218,1.0,repugnance,noun,n,-1
6219,1.0,repugnant,adj,n,-1
6220,1.0,repugnantly,anypos,n,-1
6221,0.5,repulse,verb,y,-1
6222,0.5,repulsed,anypos,n,-1
6223,1.0,repulsing,anypos,n,-1
6224,1.0,repulsive,anypos,n,-1
6225,1.0,repulsively,anypos,n,-1
6226,1.0,repulsiveness,noun,n,-1
6227,0.5,reputable,adj,n,1
6228,0.5,reputed,adj,n,0
6229,0.5,rescue,noun,n,1
6230,0.5,rescue,verb,y,1
6231,1.0,resent,verb,y,-1
6232,1.0,resentful,adj,n,-1
6233,1.0,resentment,adj,n,-1
6234,1.0,resentment,noun,n,-1
6235,0.5,reservations,adj,n,-1
6236,0.5,reservations,noun,n,-1
6237,0.5,resignation,noun,n,-1
6238,0.5,resigned,adj,n,-1
6239,0.5,resilient,adj,n,1
6240,0.5,resistance,adj,n,-1
6241,0.5,resistance,noun,n,-1
6242,0.5,resistant,adj,n,-1
6243,0.5,resistant,noun,n,-1
6244,0.5,resolute,adj,n,1
6245,0.5,resolve,adj,n,1
6246,0.5,resolve,noun,n,1
6247,0.5,resolve,verb,y,1
6248,0.5,resolved,adj,n,1
6249,0.5,resound,verb,y,1
6250,1.0,resounding,adj,n,1
6251,1.0,resourceful,adj,n,1
6252,1.0,resourcefulness,noun,n,1
6253,1.0,respect,adj,n,1
6254,1.0,respect,noun,n,1
6255,0.5,respect,verb,y,1
6256,1.0,respectable,adj,n,1
6257,1.0,respectful,anypos,n,1
6258,1.0,respectfully,anypos,n,1
6259,1.0,respite,noun,n,1
6260,1.0,resplendent,adj,n,1
6261,0.5,responsibility,noun,n,1
6262,0.5,responsible,adj,n,1
6263,0.5,responsibly,adverb,n,1
6264,0.5,responsive,adj,n,1
6265,0.5,restful,adj,n,1
6266,0.5,restless,adj,n,-1
6267,0.5,restlessness,noun,n,-1
6268,0.5,restoration,noun,n,1
6269,0.5,restore,verb,y,1
6270,0.5,restraint,adj,n,1
6271,0.5,restraint,noun,n,1
6272,0.5,restrict,verb,y,-1
6273,0.5,restricted,adj,n,-1
6274,0.5,restriction,noun,n,-1
6275,0.5,restrictive,adj,n,-1
6276,0.5,resurgent,adj,n,1
6277,0.5,retaliate,verb,y,-1
6278,0.5,retaliatory,adj,n,-1
6279,0.5,retard,verb,y,-1
6280,1.0,reticent,adj,n,-1
6281,0.5,retire,verb,y,-1
6282,0.5,retract,verb,y,-1
6283,0.5,retreat,noun,n,-1
6284,0.5,retreat,verb,y,-1
6285,0.5,reunite,verb,y,1
6286,0.5,reveal,anypos,y,0
6287,1.0,revealing,adj,n,0
6288,1.0,revel,adj,n,1
6289,1.0,revel,noun,n,1
6290,1.0,revel,verb,y,1
6291,0.5,revelation,adj,n,1
6292,0.5,revelation,noun,n,1
6293,1.0,revelatory,anypos,y,0
6294,1.0,revenge,noun,n,-1
6295,1.0,revenge,verb,y,-1
6296,1.0,revengeful,adj,n,-1
6297,1.0,revengefully,anypos,n,-1
6298,1.0,revere,verb,y,1
6299,1.0,reverence,noun,n,1
6300,1.0,reverent,adj,n,1
6301,1.0,reverently,adverb,n,1
6302,0.5,revert,verb,y,-1
6303,0.5,revival,noun,n,1
6304,0.5,revive,verb,y,1
6305,1.0,revile,verb,y,-1
6306,1.0,reviled,adj,n,-1
6307,0.5,revitalize,verb,y,1
6308,0.5,revoke,verb,y,-1
6309,0.5,revolt,verb,y,-1
6310,1.0,revolting,anypos,n,-1
6311,1.0,revoltingly,anypos,n,-1
6312,0.5,revolution,adj,n,1
6313,0.5,revolution,noun,n,1
6314,1.0,revulsion,noun,n,-1
6315,1.0,revulsive,adj,n,-1
6316,1.0,reward,verb,y,1
6317,1.0,rewarding,anypos,n,1
6318,1.0,rewardingly,anypos,n,1
6319,0.5,rhapsodize,verb,y,-1
6320,0.5,rhetoric,adj,n,-1
6321,0.5,rhetoric,noun,n,-1
6322,1.0,rhetorical,adj,n,-1
6323,1.0,rhetorical,noun,n,-1
6324,0.5,rich,adj,n,1
6325,0.5,riches,noun,n,1
6326,1.0,richly,adverb,n,1
6327,1.0,richness,noun,n,1
6328,1.0,rid,verb,y,-1
6329,1.0,ridicule,noun,n,-1
6330,1.0,ridicule,verb,y,-1
6331,1.0,ridiculous,anypos,n,-1
6332,1.0,ridiculously,anypos,n,-1
6333,1.0,rife,adj,n,-1
6334,1.0,rift,adj,n,-1
6335,1.0,rift,noun,n,-1
6336,1.0,rifts,adj,n,-1
6337,1.0,rifts,noun,n,-1
6338,0.5,right,adj,n,1
6339,0.5,right,noun,n,1
6340,1.0,right,verb,y,1
6341,1.0,righten,verb,y,1
6342,1.0,righteous,adj,n,1
6343,1.0,righteously,anypos,n,1
6344,1.0,righteousness,noun,n,1
6345,1.0,rightful,adj,n,1
6346,1.0,rightfully,adverb,n,1
6347,1.0,rightly,anypos,y,1
6348,1.0,rightness,adj,n,1
6349,1.0,rightness,noun,n,1
6350,0.5,rights,adj,n,1
6351,0.5,rights,noun,n,1
6352,0.5,rigid,adj,n,-1
6353,0.5,rigor,noun,n,-1
6354,0.5,rigorous,adj,n,-1
6355,1.0,rile,verb,y,-1
6356,1.0,riled,anypos,n,-1
6357,0.5,ripe,adj,n,1
6358,0.5,risk,adj,n,-1
6359,0.5,risk,noun,n,-1
6360,0.5,risk-free,adj,n,1
6361,0.5,risky,adj,n,-1
6362,0.5,rival,noun,n,-1
6363,0.5,rival,verb,y,-1
6364,0.5,rivalry,noun,n,-1
6365,1.0,roadblocks,adj,n,-1
6366,1.0,roadblocks,noun,n,-1
6367,0.5,robust,adj,n,1
6368,0.5,rocky,adj,n,-1
6369,1.0,rogue,adj,n,-1
6370,1.0,rogue,noun,n,-1
6371,1.0,rollercoaster,adj,n,-1
6372,1.0,rollercoaster,noun,n,-1
6373,1.0,romantic,anypos,y,1
6374,1.0,romantically,anypos,y,1
6375,1.0,romanticize,verb,y,1
6376,1.0,rosy,adj,n,1
6377,0.5,rot,noun,n,-1
6378,0.5,rot,verb,y,-1
6379,1.0,rotten,adj,n,-1
6380,0.5,rough,adj,n,-1
6381,1.0,rousing,adj,n,1
6382,1.0,rubbish,noun,n,-1
6383,1.0,rude,adj,n,-1
6384,1.0,rue,adj,n,-1
6385,1.0,rue,verb,y,-1
6386,1.0,ruffian,noun,n,-1
6387,0.5,ruffle,verb,y,-1
6388,0.5,ruin,adj,n,-1
6389,0.5,ruin,noun,n,-1
6390,0.5,ruin,verb,y,-1
6391,0.5,ruinous,adj,n,-1
6392,1.0,rumbling,adj,n,-1
6393,1.0,rumbling,noun,n,-1
6394,1.0,rumor,adj,n,-1
6395,1.0,rumor,noun,n,-1
6396,1.0,rumors,adj,n,-1
6397,1.0,rumors,noun,n,-1
6398,1.0,rumours,adj,n,-1
6399,1.0,rumours,noun,n,-1
6400,1.0,rumple,verb,y,-1
6401,1.0,run-down,adj,n,-1
6402,1.0,runaway,verb,n,-1
6403,0.5,rupture,noun,n,-1
6404,0.5,rupture,verb,y,-1
6405,1.0,rusty,adj,n,-1
6406,1.0,ruthless,adj,n,-1
6407,1.0,ruthlessly,anypos,n,-1
6408,1.0,ruthlessness,noun,n,-1
6409,1.0,sabotage,verb,y,-1
6410,1.0,sacred,adj,n,1
6411,1.0,sacrifice,adj,n,-1
6412,1.0,sacrifice,noun,n,-1
6413,1.0,sad,adj,n,-1
6414,1.0,sad,anypos,y,-1
6415,1.0,sadden,verb,y,-1
6416,1.0,sadly,anypos,n,-1
6417,1.0,sadness,noun,n,-1
6418,0.5,safe,adj,n,1
6419,1.0,safeguard,verb,y,1
6420,0.5,sag,verb,y,-1
6421,1.0,sagacity,noun,n,1
6422,1.0,sage,adj,n,1
6423,1.0,sagely,adverb,n,1
6424,1.0,saint,noun,n,1
6425,1.0,saintliness,noun,n,1
6426,1.0,saintly,adj,n,1
6427,0.5,salable,adj,n,1
6428,1.0,salacious,adj,n,-1
6429,0.5,salivate,verb,y,1
6430,1.0,salutary,adj,n,1
6431,1.0,salute,verb,y,1
6432,1.0,salvation,noun,n,1
6433,1.0,sanctimonious,adj,n,-1
6434,1.0,sanctimonious,noun,n,-1
6435,1.0,sanctify,verb,y,1
6436,1.0,sanction,verb,y,1
6437,1.0,sanctity,noun,n,1
6438,1.0,sanctuary,adj,n,1
6439,1.0,sanctuary,noun,n,1
6440,1.0,sanguine,adj,n,1
6441,1.0,sane,adj,n,1
6442,1.0,sanity,adj,n,1
6443,1.0,sanity,noun,n,1
6444,1.0,sap,verb,y,-1
6445,1.0,sarcasm,noun,n,-1
6446,1.0,sarcastic,adj,n,-1
6447,1.0,sarcastically,adverb,n,-1
6448,1.0,sardonic,adj,n,-1
6449,1.0,sardonically,adverb,n,-1
6450,1.0,sass,noun,n,-1
6451,1.0,sass,verb,y,-1
6452,1.0,satirical,adj,n,-1
6453,1.0,satirize,verb,y,-1
6454,1.0,satisfaction,adj,n,1
6455,1.0,satisfaction,noun,n,1
6456,1.0,satisfactorily,adverb,n,1
6457,1.0,satisfactory,adj,n,1
6458,0.5,satisfy,verb,y,1
6459,0.5,satisfying,adj,n,1
6460,1.0,savage,adj,n,-1
6461,1.0,savage,noun,n,-1
6462,1.0,savage,verb,y,-1
6463,1.0,savaged,adj,n,-1
6464,1.0,savagely,anypos,n,-1
6465,1.0,savagery,noun,n,-1
6466,1.0,savages,noun,n,-1
6467,0.5,savor,verb,y,1
6468,1.0,savvy,adj,n,1
6469,0.5,scandal,adj,n,-1
6470,0.5,scandal,noun,n,-1
6471,1.0,scandalize,verb,y,-1
6472,1.0,scandalized,adj,n,-1
6473,1.0,scandalous,anypos,n,-1
6474,1.0,scandalously,anypos,n,-1
6475,1.0,scandals,noun,n,-1
6476,0.5,scant,adj,n,-1
6477,1.0,scapegoat,noun,n,-1
6478,1.0,scar,noun,n,-1
6479,1.0,scar,verb,y,-1
6480,1.0,scarred,adj,n,-1
6481,0.5,scarce,adj,n,-1
6482,1.0,scarcely,anypos,n,-1
6483,0.5,scarcity,noun,n,-1
6484,1.0,scare,verb,y,-1
6485,1.0,scared,adj,n,-1
6486,1.0,scarier,adj,n,-1
6487,1.0,scariest,adj,n,-1
6488,1.0,scarily,anypos,n,-1
6489,1.0,scars,adj,n,-1
6490,1.0,scars,noun,n,-1
6491,1.0,scary,adj,n,-1
6492,1.0,scary,anypos,n,-1
6493,1.0,scathing,adj,n,-1
6494,1.0,scathingly,anypos,n,-1
6495,0.5,scenic,adj,n,1
6496,0.5,scheme,noun,n,-1
6497,0.5,scheme,verb,y,-1
6498,1.0,scheming,anypos,n,-1
6499,0.5,scholarly,adj,n,0
6500,1.0,scoff,verb,y,-1
6501,1.0,scoffingly,anypos,n,-1
6502,1.0,scold,verb,y,-1
6503,1.0,scolding,noun,n,-1
6504,1.0,scoldingly,anypos,n,-1
6505,1.0,scorching,anypos,n,-1
6506,1.0,scorchingly,anypos,n,-1
6507,1.0,scorn,verb,y,-1
6508,1.0,scornful,anypos,n,-1
6509,1.0,scornfully,anypos,n,-1
6510,1.0,scoundrel,noun,n,-1
6511,1.0,scourge,noun,n,-1
6512,1.0,scowl,noun,n,-1
6513,1.0,scowl,verb,y,-1
6514,1.0,scream,verb,y,-1
6515,1.0,screaming,adj,n,0
6516,1.0,screamingly,adverb,n,0
6517,1.0,screech,noun,n,-1
6518,1.0,screech,verb,y,-1
6519,0.5,screw,verb,y,-1
6520,1.0,scruples,noun,n,1
6521,1.0,scrupulous,adj,n,1
6522,1.0,scrupulously,anypos,n,1
6523,1.0,scrutinize,verb,y,0
6524,1.0,scrutiny,adj,n,0
6525,1.0,scrutiny,noun,n,0
6526,1.0,scum,noun,n,-1
6527,1.0,scummy,adj,n,-1
6528,1.0,seamless,adj,n,1
6529,0.5,seasoned,adj,n,1
6530,1.0,second-class,adj,n,-1
6531,0.5,second-tier,adj,n,-1
6532,0.5,secretive,adj,n,-1
6533,0.5,secretive,noun,n,-1
6534,0.5,secure,adj,n,1
6535,0.5,securely,adverb,n,1
6536,0.5,security,adj,n,1
6537,0.5,security,noun,n,1
6538,0.5,sedentary,adj,n,-1
6539,1.0,seductive,adj,n,1
6540,1.0,seedy,adj,n,-1
6541,0.5,seem,anypos,y,0
6542,1.0,seemingly,anypos,y,0
6543,1.0,seethe,verb,y,-1
6544,1.0,seething,adj,n,-1
6545,0.5,selective,adj,n,1
6546,1.0,self-coup,adj,n,-1
6547,1.0,self-coup,noun,n,-1
6548,1.0,self-criticism,adj,n,-1
6549,1.0,self-criticism,noun,n,-1
6550,0.5,self-defeating,adj,n,-1
6551,1.0,self-destructive,adj,n,-1
6552,1.0,self-determination,adj,n,1
6553,1.0,self-determination,noun,n,1
6554,0.5,self-examination,adj,n,0
6555,0.5,self-examination,noun,n,0
6556,1.0,self-humiliation,adj,n,-1
6557,1.0,self-humiliation,noun,n,-1
6558,1.0,self-interest,adj,n,-1
6559,1.0,self-interest,noun,n,-1
6560,1.0,self-interested,anypos,n,-1
6561,1.0,self-respect,noun,n,1
6562,1.0,self-satisfaction,adj,n,1
6563,1.0,self-satisfaction,noun,n,1
6564,1.0,self-serving,adj,n,-1
6565,1.0,self-serving,noun,n,-1
6566,0.5,self-sufficiency,adj,n,1
6567,0.5,self-sufficiency,noun,n,1
6568,0.5,self-sufficient,adj,n,1
6569,1.0,selfinterested,anypos,n,-1
6570,1.0,selfish,anypos,n,-1
6571,1.0,selfishly,anypos,n,-1
6572,1.0,selfishness,noun,n,-1
6573,0.5,semblance,noun,n,1
6574,1.0,senile,adj,n,-1
6575,1.0,sensation,adj,n,1
6576,1.0,sensation,noun,n,1
6577,1.0,sensational,anypos,n,1
6578,1.0,sensationalize,anypos,y,-1
6579,1.0,sensationally,anypos,n,1
6580,1.0,sensations,adj,n,1
6581,1.0,sensations,noun,n,1
6582,0.5,sense,adj,n,1
6583,0.5,sense,verb,y,1
6584,0.5,sense,noun,n,1
6585,1.0,senseless,adj,n,-1
6586,1.0,senselessly,anypos,n,-1
6587,1.0,sensible,anypos,n,1
6588,1.0,sensibly,anypos,n,1
6589,0.5,sensitive,adj,n,1
6590,0.5,sensitive,noun,n,1
6591,1.0,sensitively,anypos,y,1
6592,1.0,sensitivity,adj,n,1
6593,1.0,sensitivity,noun,n,1
6594,1.0,sentiment,adj,n,1
6595,1.0,sentiment,noun,n,1
6596,1.0,sentimentality,anypos,y,1
6597,1.0,sentimentally,anypos,y,1
6598,1.0,sentiments,anypos,n,1
6599,1.0,serene,adj,n,1
6600,1.0,serenity,noun,n,1
6601,1.0,serious,anypos,n,-1
6602,1.0,seriously,anypos,n,-1
6603,1.0,seriousness,noun,n,-1
6604,1.0,sermonize,verb,y,-1
6605,1.0,servitude,noun,n,-1
6606,0.5,settle,adj,n,1
6607,1.0,set-up,adj,n,-1
6608,1.0,set-up,noun,n,-1
6609,0.5,sever,adj,n,-1
6610,0.5,severe,adj,n,-1
6611,1.0,severe,anypos,n,-1
6612,1.0,severely,anypos,n,-1
6613,1.0,severity,noun,n,-1
6614,1.0,sexy,adj,n,1
6615,1.0,shabby,adj,n,-1
6616,1.0,shadow,verb,y,-1
6617,0.5,shadowy,adj,n,-1
6618,1.0,shady,adj,n,-1
6619,0.5,shake,verb,y,-1
6620,0.5,shaky,adj,n,-1
6621,0.5,shallow,adj,n,-1
6622,1.0,sham,adj,n,-1
6623,1.0,shambles,adj,n,-1
6624,1.0,shame,noun,n,-1
6625,1.0,shame,verb,y,-1
6626,1.0,shameful,adj,n,-1
6627,1.0,shameful,noun,n,-1
6628,1.0,shamefully,anypos,n,-1
6629,1.0,shamefully,noun,n,-1
6630,1.0,shamefulness,noun,n,-1
6631,1.0,shameless,adj,n,-1
6632,1.0,shamelessly,anypos,n,-1
6633,1.0,shamelessness,noun,n,-1
6634,1.0,shark,noun,n,-1
6635,0.5,sharp,adj,n,-1
6636,0.5,sharply,adverb,n,-1
6637,1.0,shatter,verb,y,-1
6638,1.0,sheer,adj,n,-1
6639,0.5,shelter,noun,n,1
6640,0.5,shelter,verb,y,1
6641,0.5,shield,verb,y,1
6642,1.0,shimmer,anypos,y,1
6643,1.0,shimmering,anypos,y,1
6644,1.0,shimmeringly,anypos,n,1
6645,0.5,shine,anypos,y,1
6646,0.5,shiny,adj,n,1
6647,1.0,shiny,anypos,n,1
6648,1.0,shirk,verb,y,-1
6649,1.0,shirker,anypos,n,-1
6650,0.5,shipwreck,noun,n,-1
6651,1.0,shiver,verb,y,-1
6652,1.0,shock,adj,n,-1
6653,1.0,shock,noun,n,-1
6654,1.0,shock,verb,y,-1
6655,1.0,shocking,adj,n,-1
6656,1.0,shockingly,anypos,n,-1
6657,1.0,shoddy,adj,n,-1
6658,0.5,short-lived,adj,n,-1
6659,0.5,shortage,noun,n,-1
6660,1.0,shortchange,verb,y,-1
6661,1.0,shortcoming,noun,n,-1
6662,1.0,shortcomings,noun,n,-1
6663,1.0,shortsighted,anypos,n,-1
6664,1.0,shortsightedness,anypos,n,-1
6665,0.5,should,anypos,y,0
6666,0.5,show,anypos,y,0
6667,0.5,showdown,adj,n,-1
6668,0.5,showdown,noun,n,-1
6669,0.5,shred,noun,n,-1
6670,0.5,shred,verb,y,-1
6671,1.0,shrew,noun,n,-1
6672,1.0,shrewd,adj,n,1
6673,1.0,shrewdly,adverb,n,1
6674,1.0,shrewdness,noun,n,1
6675,1.0,shriek,verb,y,-1
6676,1.0,shrill,adj,n,-1
6677,1.0,shrill,noun,n,-1
6678,1.0,shrilly,anypos,n,-1
6679,1.0,shrivel,verb,y,-1
6680,1.0,shroud,verb,y,-1
6681,1.0,shrouded,verb,n,-1
6682,0.5,shrug,noun,n,-1
6683,0.5,shrug,verb,y,-1
6684,1.0,shun,verb,y,-1
6685,1.0,shunned,adj,n,-1
6686,1.0,shy,adj,n,-1
6687,1.0,shyly,adverb,n,-1
6688,1.0,shyness,noun,n,-1
6689,0.5,sick,adj,n,-1
6690,0.5,sicken,verb,y,-1
6691,1.0,sickly,adverb,n,-1
6692,1.0,sickening,adj,n,-1
6693,1.0,sickening,anypos,n,-1
6694,1.0,sickeningly,anypos,n,-1
6695,0.5,sickness,noun,n,-1
6696,1.0,sidetrack,verb,y,-1
6697,1.0,sidetracked,adj,n,-1
6698,0.5,siege,noun,n,-1
6699,0.5,signals,adj,n,0
6700,0.5,signals,noun,n,0
6701,0.5,significant,adj,n,1
6702,0.5,significance,noun,n,1
6703,0.5,signify,verb,y,1
6704,1.0,sillily,anypos,n,-1
6705,1.0,silly,anypos,n,-1
6706,1.0,simmer,verb,y,-1
6707,0.5,simple,adj,n,1
6708,1.0,simplicity,noun,n,1
6709,0.5,simplified,adj,n,1
6710,0.5,simplify,verb,y,1
6711,1.0,simplistic,adj,n,-1
6712,1.0,simplistic,noun,n,-1
6713,1.0,simplistically,anypos,n,-1
6714,0.5,simply,anypos,y,0
6715,1.0,sin,adj,n,-1
6716,1.0,sin,noun,n,-1
6717,1.0,sinful,adj,n,-1
6718,1.0,sinfully,adverb,n,-1
6719,1.0,sincere,adj,n,1
6720,1.0,sincerely,anypos,n,1
6721,0.5,sincerity,adj,n,1
6722,0.5,sincerity,noun,n,1
6723,1.0,sinister,adj,n,-1
6724,1.0,sinisterly,anypos,n,-1
6725,0.5,sinking,adj,n,-1
6726,0.5,sinking,noun,n,-1
6727,1.0,skeletons,adj,n,-1
6728,1.0,skeletons,noun,n,-1
6729,1.0,skeptical,adj,n,-1
6730,1.0,skeptical,noun,n,-1
6731,1.0,skeptically,anypos,n,-1
6732,1.0,skepticism,adj,n,-1
6733,1.0,skepticism,noun,n,-1
6734,0.5,sketchy,adj,n,-1
6735,0.5,skill,noun,n,1
6736,0.5,skilled,adj,n,1
6737,1.0,skillful,adj,n,1
6738,1.0,skillful,noun,n,1
6739,1.0,skillfully,adverb,n,1
6740,0.5,skimpy,adj,n,-1
6741,1.0,skittish,adj,n,-1
6742,1.0,skittish,anypos,y,-1
6743,1.0,skittishly,anypos,n,-1
6744,1.0,skulk,verb,y,-1
6745,0.5,skyrocketing,adj,n,-1
6746,0.5,slack,adj,n,-1
6747,1.0,slander,noun,n,-1
6748,1.0,slander,verb,y,-1
6749,1.0,slanderer,noun,n,-1
6750,1.0,slanderous,adj,n,-1
6751,1.0,slanderously,anypos,n,-1
6752,1.0,slanders,adj,n,-1
6753,1.0,slanders,noun,n,-1
6754,1.0,slap,verb,y,-1
6755,1.0,slashing,adj,n,-1
6756,1.0,slashing,noun,n,-1
6757,0.5,slaughter,adj,n,-1
6758,0.5,slaughter,noun,n,-1
6759,0.5,slaughter,verb,y,-1
6760,0.5,slaughtered,adj,n,-1
6761,1.0,slaves,adj,n,-1
6762,1.0,slaves,noun,n,-1
6763,1.0,sleazy,adj,n,-1
6764,0.5,sleek,adj,n,1
6765,0.5,sleepy,adj,n,0
6766,0.5,slender,adj,n,1
6767,0.5,slight,adj,n,-1
6768,0.5,slight,noun,n,-1
6769,0.5,slight,verb,y,-1
6770,0.5,slightly,adverb,n,-1
6771,0.5,slim,adj,n,1
6772,0.5,slim,noun,n,1
6773,1.0,slime,noun,n,-1
6774,1.0,sloppy,adj,n,-1
6775,1.0,sloppily,adverb,n,-1
6776,1.0,sloth,noun,n,-1
6777,1.0,slothful,adj,n,-1
6778,0.5,slow,adj,n,-1
6779,0.5,slowly,adverb,n,-1
6780,0.5,slow-moving,adj,n,-1
6781,0.5,slug,noun,n,-1
6782,0.5,sluggish,adj,n,-1
6783,0.5,slump,adj,n,-1
6784,0.5,slump,noun,n,-1
6785,1.0,slur,noun,n,-1
6786,1.0,sly,adj,n,-1
6787,1.0,smack,adj,n,-1
6788,1.0,smack,noun,n,-1
6789,1.0,smart,adj,n,1
6790,1.0,smart,verb,y,1
6791,1.0,smarter,adj,n,1
6792,1.0,smartest,anypos,n,1
6793,1.0,smartly,anypos,n,1
6794,0.5,smash,noun,n,-1
6795,0.5,smash,verb,y,-1
6796,0.5,smear,verb,y,-1
6797,0.5,smelling,anypos,y,-1
6798,1.0,smile,noun,n,1
6799,1.0,smile,verb,y,1
6800,1.0,smiling,adj,n,1
6801,1.0,smilingly,adverb,n,1
6802,1.0,smitten,verb,y,1
6803,1.0,smokescreen,adj,n,-1
6804,1.0,smokescreen,noun,n,-1
6805,1.0,smolder,verb,y,-1
6806,1.0,smoldering,adj,n,-1
6807,0.5,smooth,adj,n,1
6808,1.0,smother,verb,y,-1
6809,1.0,smoulder,verb,y,-1
6810,1.0,smouldering,anypos,n,-1
6811,1.0,smug,adj,n,-1
6812,1.0,smugly,adverb,n,-1
6813,1.0,smut,noun,n,-1
6814,1.0,smuttier,adj,n,-1
6815,1.0,smuttiest,adj,n,-1
6816,1.0,smutty,adj,n,-1
6817,0.5,snare,noun,n,-1
6818,0.5,snarl,noun,n,-1
6819,0.5,snarl,verb,y,-1
6820,0.5,snatch,verb,y,-1
6821,0.5,sneak,noun,n,-1
6822,0.5,sneak,verb,y,-1
6823,0.5,sneakily,adverb,n,-1
6824,0.5,sneaky,adj,n,-1
6825,1.0,sneer,noun,n,-1
6826,1.0,sneer,verb,y,-1
6827,1.0,sneering,anypos,n,-1
6828,1.0,sneeringly,anypos,n,-1
6829,1.0,snub,verb,y,-1
6830,0.5,so,anypos,y,0
6831,1.0,so-cal,adj,n,-1
6832,1.0,so-called,anypos,n,-1
6833,1.0,sob,verb,y,-1
6834,1.0,sober,adj,n,-1
6835,0.5,sober,verb,y,-1
6836,1.0,sobering,adj,n,-1
6837,1.0,sociable,adj,n,1
6838,0.5,soft-spoken,adj,n,1
6839,1.0,soften,adj,n,1
6840,1.0,soften,noun,n,1
6841,1.0,soften,verb,y,1
6842,1.0,solace,verb,y,1
6843,0.5,solemn,adj,n,-1
6844,0.5,solemn,noun,n,-1
6845,1.0,solicitous,anypos,n,1
6846,1.0,solicitously,anypos,n,1
6847,1.0,solicitude,noun,n,1
6848,0.5,solid,adj,n,1
6849,0.5,solid,noun,n,1
6850,1.0,solidarity,adj,n,1
6851,1.0,solidarity,noun,n,1
6852,1.0,soliloquize,verb,y,0
6853,1.0,somber,adj,n,-1
6854,1.0,soothe,verb,y,1
6855,1.0,soothingly,anypos,n,1
6856,1.0,sophisticated,adj,n,1
6857,1.0,sore,adj,n,-1
6858,1.0,sore,noun,n,-1
6859,1.0,sorely,anypos,n,-1
6860,0.5,soreness,noun,n,-1
6861,1.0,sorrow,noun,n,-1
6862,0.5,sorrow,verb,y,-1
6863,1.0,sorrowful,anypos,n,-1
6864,1.0,sorrowfully,anypos,n,-1
6865,1.0,sorry,adj,n,-1
6866,0.5,sound,adj,n,1
6867,0.5,sounding,anypos,n,-1
6868,0.5,soundness,noun,n,1
6869,0.5,sour,adj,n,-1
6870,0.5,sourly,adj,n,-1
6871,0.5,sovereignty,adj,n,0
6872,0.5,sovereignty,noun,n,0
6873,0.5,spacious,adj,n,1
6874,1.0,spade,adj,n,-1
6875,1.0,spade,noun,n,-1
6876,1.0,spank,verb,y,-1
6877,0.5,spare,verb,y,1
6878,0.5,sparing,adj,n,1
6879,0.5,sparingly,adverb,n,1
6880,1.0,sparkle,anypos,y,1
6881,0.5,sparkling,adj,n,1
6882,0.5,specific,adj,n,0
6883,0.5,specifically,anypos,n,0
6884,0.5,special,adj,n,1
6885,1.0,spectacular,adj,n,1
6886,1.0,spectacularly,anypos,n,1
6887,0.5,speculate,verb,y,0
6888,0.5,speculation,adj,n,0
6889,0.5,speculation,noun,n,0
6890,0.5,speedy,adj,n,1
6891,1.0,spellbind,verb,y,1
6892,1.0,spellbinding,anypos,n,1
6893,1.0,spellbindingly,anypos,n,1
6894,1.0,spellbound,verb,y,1
6895,1.0,spilling,adj,n,-1
6896,1.0,spilling,noun,n,-1
6897,0.5,spinster,noun,n,-1
6898,0.5,spirit,adj,n,1
6899,0.5,spirit,noun,n,1
6900,0.5,spirited,adj,n,1
6901,1.0,spiritless,adj,n,-1
6902,1.0,spiritual,adj,n,1
6903,1.0,spiritual,noun,n,1
6904,1.0,spite,noun,n,-1
6905,1.0,spiteful,adj,n,-1
6906,1.0,spitefully,anypos,n,-1
6907,1.0,spitefulness,noun,n,-1
6908,1.0,splayed-finger,adj,n,0
6909,1.0,splayed-finger,noun,n,0
6910,1.0,splendid,adj,n,1
6911,1.0,splendidly,anypos,n,1
6912,1.0,splendor,noun,n,1
6913,0.5,split,noun,n,-1
6914,0.5,split,verb,y,-1
6915,0.5,splitting,adj,n,-1
6916,1.0,spoil,verb,y,-1
6917,1.0,spook,verb,y,-1
6918,1.0,spookier,adj,n,-1
6919,1.0,spookiest,adj,n,-1
6920,1.0,spookily,anypos,n,-1
6921,1.0,spooky,adj,n,-1
6922,1.0,spooky,anypos,n,-1
6923,1.0,spoon-fed,anypos,n,-1
6924,1.0,spoon-feed,verb,y,-1
6925,1.0,spoonfed,anypos,n,-1
6926,0.5,sporadic,adj,n,-1
6927,0.5,spot,adj,n,-1
6928,1.0,spotless,adj,n,1
6929,0.5,spotty,adj,n,-1
6930,1.0,sprightly,adj,n,1
6931,1.0,spur,verb,y,1
6932,1.0,spurious,adj,n,-1
6933,1.0,spurn,verb,y,-1
6934,1.0,sputter,verb,y,-1
6935,1.0,squabble,verb,y,-1
6936,1.0,squabbling,anypos,n,-1
6937,1.0,squander,verb,y,-1
6938,1.0,squarely,adj,n,1
6939,1.0,squash,verb,y,-1
6940,1.0,squirm,verb,y,-1
6941,0.5,stab,verb,y,-1
6942,0.5,stability,adj,n,1
6943,0.5,stability,noun,n,1
6944,0.5,stabilize,verb,y,1
6945,0.5,stable,adj,n,1
6946,0.5,stable,noun,n,1
6947,0.5,stagger,verb,y,-1
